"destacado_fmd_si_no","categoria_curada","design_id","slug","nombre_visible","ids_origen","categoria_album_actual","tags_actuales","imagen_principal","destacado_actual","visibility_tier_actual","commercial_priority_actual"
"","","cd-megadeth-cryptic-writings--original-blanco","cd-megadeth-cryptic-writings-original-blanco","Original (blanco)","8","Album | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | remera | Megadeth Archive | Megadeth Albums","images/albums/Cryptic_Writings/cryptic_writings_original_white.jpg","NO","catalog","66"
"","","cd-megadeth-cryptic-writings--original-negro","cd-megadeth-cryptic-writings-original-negro","Original (negro)","8","Album | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | remera | Megadeth Archive | Megadeth Albums","images/albums/Cryptic_Writings/cryptic_writings_original.jpg","NO","catalog","66"
"","","cd-megadeth-killing-is-my-bussines--original-1985","cd-megadeth-killing-is-my-bussines-original-1985","Original 1985","1","Album | Killing Is My Business... and Business Is Good!","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Killing Is My Business... and Business Is Good! | remera | buzo_cuello_redondo | Megadeth Albums","images/albums/Killing_Is_my_bussines/kimb_1985_original_.jpg","SI","featured","88"
"","","cd-megadeth-original-patch--p419","cd-megadeth-original-patch-p419","Original Patch","419","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_original_patch.jpg","NO","archive","45"
"","","cd-megadeth-peace-sells--peace-3d","cd-megadeth-peace-sells-peace-3d","Peace 3D","2","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Albums","images/fmd-edition-3d/peace/peace_3d_edition_v1.jpg","SI","featured","87"
"","","cd-megadeth-peace-sells--peace-3d-v2","cd-megadeth-peace-sells-peace-3d-v2","Peace 3D V2","2","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Albums","images/fmd-edition-3d/peace/peace_3d_edition_v2.jpg","SI","featured","87"
"","","cd-megadeth-peace-sells--peace-sells","cd-megadeth-peace-sells-peace-sells","Peace Sells","2 | 5061","Album | Hoodies FMD | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Albums | hoodie | Megadeth Archive","images/albums/Peace_sells/peace_sells_frente.jpg","SI","featured","87"
"","","cd-megadeth-peace-sells-era--p31","cd-megadeth-peace-sells-era-p31","Peace Sells Era","31","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/formaciones/peace_sells_era.jpg","NO","catalog","56"
"","","cd-megadeth-peace-sells--peace-sells-fmd","cd-megadeth-peace-sells-peace-sells-fmd","Peace Sells FMD","2","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Albums","images/albums/Peace_sells/peace_sells_fmd.jpg","SI","featured","87"
"","","cd-megadeth-peace-sells--peace-sells-fmd-edition","cd-megadeth-peace-sells-peace-sells-fmd-edition","Peace Sells FMD Edition","6027","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/peace/peace_3d_edition_v1.jpg","NO","catalog","66"
"","","cd-megadeth-peace-sells--peace-sells-fmd-edition-v2","cd-megadeth-peace-sells-peace-sells-fmd-edition-v2","Peace Sells FMD Edition V2","6027","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/peace/peace_3d_edition_v2.jpg","NO","catalog","66"
"","","cd-megadeth-peace-sells--peace-sells-v2","cd-megadeth-peace-sells-peace-sells-v2","Peace Sells V2","2","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Albums","images/albums/Peace_sells/peace_sells_frente-V2.jpg","SI","featured","87"
"","","cd-megadeth-peace-sells--peace-sells-v3","cd-megadeth-peace-sells-peace-sells-v3","Peace Sells V3","2","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Albums","images/albums/Peace_sells/peace_sells_frente-V3.jpg","SI","featured","87"
"","","cd-megadeth-peace-sells-live--p301","cd-megadeth-peace-sells-live-p301","peace_sells_live","301","Tour | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Tour Archive","images/tours/Live/peace_sells_live.jpg","NO","catalog","62"
"","","cd-megadeth-youthanasia--photo-band","cd-megadeth-youthanasia-photo-band","Photo Band","6","Album | Youthanasia","Megadeth | Megadeth Vault | Thrash Metal | Youthanasia | remera | Megadeth Archive | Megadeth Albums","images/albums/Youthanasia/photo_band.jpg","NO","catalog","66"
"","","cd-megadeth-poison-green--p2815","cd-megadeth-poison-green-p2815","Poison Green","2815","Dave Mustaine | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/poison_green.jpg","NO","catalog","60"
"","","cd-megadeth-poster--p40","cd-megadeth-poster-p40","Poster","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/poster_tour_argentina.jpg","NO","catalog","62"
"","","cd-megadeth-poster-tour-argentina-v2--p40","cd-megadeth-poster-tour-argentina-v2-p40","Poster Tour Argentina v2","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/poster_tour_argentina_v2.jpg","NO","catalog","62"
"","","cd-megadeth-poster-tour-argentina-white--p40","cd-megadeth-poster-tour-argentina-white-p40","Poster Tour Argentina White","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/poster_tour_argentina_white.jpg","NO","catalog","62"
"","","cd-megadeth-realista--p39","cd-megadeth-realista-p39","Realista","39","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Vic_Gaucho_Argentino/vic_gaucho_realista.jpg","NO","catalog","62"
"","","cd-megadeth-killing-is-my-bussines--realista-1985","cd-megadeth-killing-is-my-bussines-realista-1985","Realista 1985","1","Album | Killing Is My Business... and Business Is Good!","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Killing Is My Business... and Business Is Good! | remera | buzo_cuello_redondo | Megadeth Albums","images/albums/Killing_Is_my_bussines/kimb_realistic_1985.jpg","SI","featured","88"
"","","cd-megadeth-killing-is-my-bussines--realista-2012","cd-megadeth-killing-is-my-bussines-realista-2012","Realista 2012","1","Album | Killing Is My Business... and Business Is Good!","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Killing Is My Business... and Business Is Good! | remera | buzo_cuello_redondo | Megadeth Albums","images/albums/Killing_Is_my_bussines/kimb_realistic_2012.jpg","SI","featured","88"
"","","cd-megadeth-rusted-pieces--realistic","cd-megadeth-rusted-pieces-realistic","Realistic","236","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/rusted_pieces_realistic.jpg","NO","catalog","58"
"","","cd-megadeth-realistic-edition--p419","cd-megadeth-realistic-edition-p419","Realistic Edition","419","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_realistic_edition.jpg","NO","archive","45"
"","","cd-megadeth-remastered--p6015","cd-megadeth-remastered-p6015","Remastered","6015","Singles | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | remera | Megadeth Archive | Megadeth Singles","images/albums/SFSGSW/mary_jane_remastered.jpg","NO","catalog","58"
"","","cd-megadeth-cryptic-writings--remastered-blanco","cd-megadeth-cryptic-writings-remastered-blanco","Remastered (blanco)","8","Album | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | remera | Megadeth Archive | Megadeth Albums","images/albums/Cryptic_Writings/cryptic_writings_remastered_white.jpg","NO","catalog","66"
"","","cd-megadeth-cryptic-writings--remastered-negro","cd-megadeth-cryptic-writings-remastered-negro","Remastered (negro)","8","Album | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | remera | Megadeth Archive | Megadeth Albums","images/albums/Cryptic_Writings/cryptic_writings_remastered.jpg","NO","catalog","66"
"","","cd-megadeth-remastered-v2--p6015","cd-megadeth-remastered-v2-p6015","Remastered V2","6015","Singles | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | remera | Megadeth Archive | Megadeth Singles","images/albums/SFSGSW/mary_jane_remasteredv2.jpg","NO","catalog","58"
"","","cd-megadeth-killing-is-my-bussines--retro","cd-megadeth-killing-is-my-bussines-retro","Retro","1","Album | Killing Is My Business... and Business Is Good!","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Killing Is My Business... and Business Is Good! | remera | buzo_cuello_redondo | Megadeth Albums","images/albums/Killing_Is_my_bussines/kimb_retro.jpg","SI","featured","88"
"","","cd-megadeth-rip-era--p30","cd-megadeth-rip-era-p30","RIP Era","30","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/Nick_Menza/nick_menza_rip_era.jpg","NO","catalog","56"
"","","cd-megadeth-rip-reimagined--p6032","cd-megadeth-rip-reimagined-p6032","RIP Reimagined","6032","Singles | Rust in Peace","Megadeth | Rust in Peace | Hangar 18 | Original FMD | Reimagined","images/albums/Rust_in_peace/rust in peace - re-imaginado/rip_fmd_frente.jpg","SI","hero","96"
"","","cd-megadeth-rip-tour--p30","cd-megadeth-rip-tour-p30","RIP Tour","30","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/Nick_Menza/nick_menza_rip_tour.jpg","NO","catalog","56"
"","","cd-megadeth-rust-formation-fmd--p7003","cd-megadeth-rust-formation-fmd-p7003","Rust Formation FMD","7003","Buzo Cuello Redondo | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Rust in Peace | buzo_cuello_redondo | Megadeth Archive","images/buzos cuello redondo/megadeth_rust_formation_original_fmd.jpg","SI","featured","78"
"","","cd-megadeth-rust-in-peace--rust-in-peace","cd-megadeth-rust-in-peace-rust-in-peace","Rust in Peace","4 | 5062 | 7002","Album | Hoodies FMD | Buzo Cuello Redondo | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Rust in Peace | remera | Megadeth Albums | hoodie | Megadeth Archive | buzo_cuello_redondo","images/albums/Rust_in_peace/rust_in_peace.jpg","SI","featured","89"
"","","cd-megadeth-rust-in-peace--rust-in-peace-1990","cd-megadeth-rust-in-peace-rust-in-peace-1990","Rust in Peace 1990","5071","Hoodies FMD | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | hoodie | Megadeth Archive","images/hoddies_fmd/rust_in_peace_1990.jpg","SI","featured","78"
"","","cd-megadeth-rust-in-peace--rust-in-peace-3d","cd-megadeth-rust-in-peace-rust-in-peace-3d","Rust in Peace 3D","4","Album | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Rust in Peace | remera | Megadeth Albums","images/fmd-edition-3d/rust/rust_in_peace_3d_edition_frente.jpg","SI","featured","89"
"","","cd-megadeth-rust-in-peace--rust-in-peace-fmd","cd-megadeth-rust-in-peace-rust-in-peace-fmd","Rust in Peace FMD","7001","Buzo Cuello Redondo | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Rust in Peace | buzo_cuello_redondo | Megadeth Archive","images/buzos cuello redondo/megadeth_rust_in_peace_original_fmd.jpg","SI","featured","78"
"","","cd-megadeth-rust-in-peace-lineup--p31","cd-megadeth-rust-in-peace-lineup-p31","Rust in Peace Lineup","31","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/formaciones/rust_in_peace_lineup.png","NO","catalog","56"
"","","cd-megadeth-rusted-pieces--rusted-pieces","cd-megadeth-rusted-pieces-rusted-pieces","Rusted Pieces","5077 | 236","Hoodies FMD | Singles","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | hoodie | Original FMD | Invierno 2026 | remera | Megadeth Archive | Megadeth Singles","images/singles/rusted_pieces.jpg","SI","featured | catalog","84"
"","","cd-megadeth-rusted-pieces--rusted-pieces-fmd","cd-megadeth-rusted-pieces-rusted-pieces-fmd","Rusted Pieces FMD","236","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/rusted_pieces_fmd.png","NO","catalog","58"
"","","cd-megadeth-so-far-so-good--so-far-3d","cd-megadeth-so-far-so-good-so-far-3d","So Far 3D","3","Album | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/so_far/so_far_3d_edition.jpg","NO","catalog","66"
"","","cd-megadeth-so-far-so-good--so-far-so-good-fmd","cd-megadeth-so-far-so-good-so-far-so-good-fmd","So Far So Good FMD","7006","Buzo Cuello Redondo | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | So Far, So Good... So What! | buzo_cuello_redondo | Megadeth Archive","images/buzos cuello redondo/megadeth_sfsgsw_fmd.jpg","SI","featured","78"
"","","cd-megadeth-super-collider--p15","cd-megadeth-super-collider-p15","Super Collider","15","Album | Super Collider","Megadeth | Megadeth Vault | Thrash Metal | Super Collider | remera | Megadeth Archive | Megadeth Albums","images/albums/Super_Collider/super_collider.jpg","NO","catalog","66"
"","","cd-megadeth-so-far-so-good--tapa","cd-megadeth-so-far-so-good-tapa","Tapa","3","Album | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | remera | Megadeth Archive | Megadeth Albums","images/albums/SFSGSW/1-sfsgsw_tapa.jpg","NO","catalog","66"
"","","cd-megadeth-tapa-original--p9","cd-megadeth-tapa-original-p9","Tapa (Original)","9","Album | Risk","Megadeth | Megadeth Vault | Thrash Metal | Risk | remera | Megadeth Archive | Megadeth Albums","images/albums/Risk/risk_tapa.jpg","NO","catalog","66"
"","","cd-megadeth-tapa-remastered--p9","cd-megadeth-tapa-remastered-p9","Tapa (Remastered)","9","Album | Risk","Megadeth | Megadeth Vault | Thrash Metal | Risk | remera | Megadeth Archive | Megadeth Albums","images/albums/Risk/risk_tapa_remastered.jpg","NO","catalog","66"
"","","cd-megadeth-th1rt3en--p14","cd-megadeth-th1rt3en-p14","TH1RT3EN","14","Album | TH1RT3EN","Megadeth | Megadeth Vault | Thrash Metal | TH1RT3EN | remera | Megadeth Archive | Megadeth Albums","images/albums/13/13.jpg","NO","catalog","66"
"","","cd-megadeth-the-sick-the-dying-and-the-dead--the-sick-3d","cd-megadeth-the-sick-the-dying-and-the-dead-the-sick-3d","The Sick 3D","16","Album | The Sick, the Dying... and the Dead!","Megadeth | Megadeth Vault | Thrash Metal | The Sick, the Dying... and the Dead! | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/sick/the_sick_fmd_3d.jpg","NO","catalog","66"
"","","cd-megadeth-the-sick-the-dying-and-the-dead--the-sick-the-dying-and-the-dead","cd-megadeth-the-sick-the-dying-and-the-dead-the-sick-the-dying-and-the-dead","The Sick, the Dying...And the Dead!","16 | 5022","Album | Singles | The Sick, the Dying... and the Dead!","Megadeth | Megadeth Vault | Thrash Metal | The Sick, the Dying... and the Dead! | remera | Megadeth Archive | Megadeth Albums | Megadeth Singles","images/albums/The_sick/the_sick_the_dying_and_the_dead.jpg","NO","catalog","66"
"","","cd-megadeth-the-system-fmd-edition--p11","cd-megadeth-the-system-fmd-edition-p11","The System FMD Edition","11","Album | The System Has Failed","Megadeth | Megadeth Vault | Thrash Metal | The System Has Failed | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/system/the_system_fmd_edition.jpg","NO","catalog","66"
"","","cd-megadeth-the-system-has-failed--p11","cd-megadeth-the-system-has-failed-p11","The System Has Failed","11","Album | The System Has Failed","Megadeth | Megadeth Vault | Thrash Metal | The System Has Failed | remera | Megadeth Archive | Megadeth Albums","images/albums/TSHF/the_system_has_failed.jpg","NO","catalog","66"
"","","cd-megadeth-the-world-needs-a-hero--p10","cd-megadeth-the-world-needs-a-hero-p10","The World Needs a Hero","10","Album | The World Needs a Hero","Megadeth | Megadeth Vault | Thrash Metal | The World Needs a Hero | remera | Megadeth Archive | Megadeth Albums","images/albums/TWNAH/the_worlds_needs_a_hero.jpg","NO","catalog","66"
"","","cd-megadeth-tipping-point--p246","cd-megadeth-tipping-point-p246","Tipping Point","246","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/tipping_point.jpg","NO","catalog","58"
"","","cd-megadeth-tipping-point--p5070","cd-megadeth-tipping-point-p5070","Tipping Point","5070","Hoodies FMD","Megadeth | Megadeth Vault | Thrash Metal | hoodie | Megadeth Archive","images/hoddies_fmd/tipping_point.jpg","NO","catalog","64"
"","","cd-megadeth-tour--tour-fmd","cd-megadeth-tour-tour-fmd","Tour FMD","7010","Buzo Cuello Redondo","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | buzo_cuello_redondo | Megadeth Archive | Tour Archive","images/buzos cuello redondo/megadeth_tour_fmd.jpg","SI","featured","78"
"","","cd-megadeth-tour-merch-2026-v1--p40","cd-megadeth-tour-merch-2026-v1-p40","Tour Merch 2026 v1","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/tour_merch_2026-v1_frente.jpg","NO","catalog","62"
"","","cd-megadeth-tour-merch-2026-v2--p40","cd-megadeth-tour-merch-2026-v2-p40","Tour Merch 2026 v2","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/tour_merch_2026-v2_frente.png","NO","catalog","62"
"","","cd-megadeth-tour-merch-2026-v3--p40","cd-megadeth-tour-merch-2026-v3-p40","Tour Merch 2026 v3","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/tour_merch_2026-v3_frente.jpg","NO","catalog","62"
"","","cd-megadeth-youthanasia--train-of-consequences","cd-megadeth-youthanasia-train-of-consequences","Train of Consequences","6","Album | Youthanasia","Megadeth | Megadeth Vault | Thrash Metal | Youthanasia | remera | Megadeth Archive | Megadeth Albums","images/albums/Youthanasia/train_of_consequences.jpg","NO","catalog","66"
"","","cd-megadeth-twnah-fmd-edition--p10","cd-megadeth-twnah-fmd-edition-p10","TWNAH FMD Edition","10","Album | The World Needs a Hero","Megadeth | Megadeth Vault | Thrash Metal | The World Needs a Hero | remera | Megadeth Archive | Megadeth Albums","images/albums/TWNAH/twnah_fmd_edition.png","NO","catalog","66"
"","","cd-megadeth-twnah-fmd-edition-v2--p10","cd-megadeth-twnah-fmd-edition-v2-p10","TWNAH FMD Edition V2","10","Album | The World Needs a Hero","Megadeth | Megadeth Vault | Thrash Metal | The World Needs a Hero | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/world_needs/the_world_needs_a_hero_3d_edition.jpg","NO","catalog","66"
"","","cd-megadeth-united-3d--p12","cd-megadeth-united-3d-p12","United 3D","12","Album | United Abominations","Megadeth | Megadeth Vault | Thrash Metal | United Abominations | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/united/united_3d_edition.jpg","NO","catalog","66"
"","","cd-megadeth-united-3d-v2--p12","cd-megadeth-united-3d-v2-p12","United 3D V2","12","Album | United Abominations","Megadeth | Megadeth Vault | Thrash Metal | United Abominations | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/united/united_3d_edition_v2.jpg","NO","catalog","66"
"","","cd-megadeth-united-abominations--p12","cd-megadeth-united-abominations-p12","United Abominations","12","Album | United Abominations","Megadeth | Megadeth Vault | Thrash Metal | United Abominations | remera | Megadeth Archive | Megadeth Albums","images/albums/United_Abominations/united_abominations.jpg","NO","catalog","66"
"","","cd-megadeth-united-vic-4horsemen--p12","cd-megadeth-united-vic-4horsemen-p12","United Vic 4Horsemen","12","Album | United Abominations","Megadeth | Megadeth Vault | Thrash Metal | United Abominations | remera | Megadeth Archive | Megadeth Albums","images/albums/United_Abominations/united_vic_4horsemen.png","NO","catalog","66"
"","","cd-megadeth-dystopia--v1-3d","cd-megadeth-dystopia-v1-3d","v1 3D","7","Album | Dystopia","Megadeth | Megadeth Vault | Thrash Metal | Dystopia | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/dystopia/dystopia_3d_edition_v1.jpg","NO","catalog","66"
"","","cd-megadeth-dystopia--v2-fmd-3d","cd-megadeth-dystopia-v2-fmd-3d","v2 FMD 3D","7","Album | Dystopia","Megadeth | Megadeth Vault | Thrash Metal | Dystopia | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/dystopia/dystopia_3d_edition_v2.jpg","NO","catalog","66"
"","","cd-megadeth-vic-friends-fmd-edition--p6023","cd-megadeth-vic-friends-fmd-edition-p6023","Vic & Friends — FMD Edition","6023","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_and_friends_original.jpg","NO","catalog","45"
"","","cd-megadeth-megadeth--vic-alien-fmd","cd-megadeth-megadeth-vic-alien-fmd","Vic Alien FMD","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_alien_fmd_edition.jpg","SI","hero","94"
"","","cd-megadeth-vic-arrested--p6030","cd-megadeth-vic-arrested-p6030","Vic Arrested","6030","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_arrested.png","NO","archive","45"
"","","cd-megadeth-vic-bad-omen--p5027","cd-megadeth-vic-bad-omen-p5027","Vic Bad Omen","5027","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_bad_omen.jpg","NO","archive","45"
"","","cd-megadeth-vic-bandera-blanco--p40","cd-megadeth-vic-bandera-blanco-p40","Vic Bandera Blanco","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/vic_bandera_logo_blanco.jpg","NO","catalog","62"
"","","cd-megadeth-vic-bandera-dorado--p40","cd-megadeth-vic-bandera-dorado-p40","Vic Bandera Dorado","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/vic_bandera_logo_dorado.jpg","NO","catalog","62"
"","","cd-megadeth-vic-black-friday--p5054","cd-megadeth-vic-black-friday-p5054","Vic Black Friday","5054","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_black_friday.jpg","NO","archive","45"
"","","cd-megadeth-vic-celeste-y-blanco--p40","cd-megadeth-vic-celeste-y-blanco-p40","Vic Celeste y Blanco","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/vic_rattlehead/vic_celeste_y_blanco.jpg","NO","catalog","62"
"","","cd-megadeth-countdown-to-extinction--vic-cte-fmd-edition","cd-megadeth-countdown-to-extinction-vic-cte-fmd-edition","Vic CTE FMD Edition","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/countdown/vic_cte_fmd_edition.jpg","NO","catalog","66"
"","","cd-megadeth-megadeth--vic-digital","cd-megadeth-megadeth-vic-digital","Vic Digital","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/albums/Megadeth/vic_digital.jpg","NO","catalog","66"
"","","cd-megadeth-vic-digital-dlb--p5073","cd-megadeth-vic-digital-dlb-p5073","Vic Digital DLB","5073","Hoodies FMD","Megadeth | Megadeth Vault | Thrash Metal | hoodie | Megadeth Archive","images/hoddies_fmd/vic_digital_dlb.jpg","NO","catalog","64"
"","","cd-megadeth-megadeth--vic-digital-v2","cd-megadeth-megadeth-vic-digital-v2","Vic Digital v2","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/albums/Megadeth/vic_digital_v2.jpg","NO","catalog","66"
"","","cd-megadeth-vic-doctor--p6029","cd-megadeth-vic-doctor-p6029","Vic Doctor","6029","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_doctor.png","NO","archive","45"
"","","cd-megadeth-vic-explosion--p425","cd-megadeth-vic-explosion-p425","Vic Explosion","425","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_explosion.png","NO","archive","45"
"","","cd-megadeth-vic-face-black--p426","cd-megadeth-vic-face-black-p426","Vic Face Black","426","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_face_black.png","NO","archive","45"
"","","cd-megadeth-youthanasia--vic-father","cd-megadeth-youthanasia-vic-father","Vic Father","6","Album | Youthanasia","Megadeth | Megadeth Vault | Thrash Metal | Youthanasia | remera | Megadeth Archive | Megadeth Albums","images/albums/Youthanasia/vic_father.jpg","NO","catalog","66"
"","","cd-megadeth-vic-father--p5063","cd-megadeth-vic-father-p5063","Vic Father","5063","Hoodies FMD","Megadeth | Megadeth Vault | Thrash Metal | hoodie | Megadeth Archive","images/hoddies_fmd/vic_father_original.jpg","NO","catalog","64"
"","","cd-megadeth-megadeth--vic-forever-fmd","cd-megadeth-megadeth-vic-forever-fmd","Vic Forever FMD","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_forever_fmd_edition.jpg","SI","hero","94"
"","","cd-megadeth-vic-gaucho-argentino--p39-v1","cd-megadeth-vic-gaucho-argentino-p39-v1","VIC GAUCHO ARGENTINO","39","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Vic_Gaucho_Argentino/vic_gaucho_original.jpg","NO","catalog","62"
